Title,Authors,Publication date,Journal,Volume,Issue,Publisher,Description,Total citations,Scholar articles,Citation Count,Pages,Book,Conference,Source,Institution,Inventors,Patent office,Application number,Report number
Andrographolide Induces G2/M Phase Cell Cycle Arrest in Human Head and Neck Cancer Cells,"S Singh, B Singh",1966,Indian Society of Soil Science,33,3-4,,"STUDIES ON COPPER IN SOME ALKALI AND ADJOINING SOILS OF UTTAR PRADESH CNRS Inist Pascal-Francis CNRS Pascal and Francis Bibliographic Databases Simple search Advanced search Search by classification Search by vocabulary My Account Home > Search results Help Export Export Selection : Selected items (1) Format : Permanent link CopyPermanent link Copy http://pascal-francis.inist.fr/vibad/index.php?action=getRecordDetail&idt=GEODEBRGM6804013819 STUDIES ON COPPER IN SOME ALKALI AND ADJOINING SOILS OF UTTAR PRADESH Author SINGH S; SINGH B Source PROC.NATION.INST.SCI.-INDIA.PT.A; IND; 1968(2), VOL. 33, P. 187 A 191 Document type Miscellaneous Language English Keyword (fr) CU SOL COMPOSITION ALCALINE UTTAR PRADESH GEOCHIMIE GEOLOGIE SCIENCES DE LA TERRE INDE ASIE Keyword (en) CU SOIL ALKALINE COMPOSITION …",4,"Studies on copper in some alkali and adjoining soils of Uttar Pradesh
S Singh, B Singh - Indian Society of Soil Science, 1966
Cited by 4 Related articles",{},187-191,,,,,,,,
Link prediction using social network analysis over heterogeneous terrorist network,"SP Singh, S Bhattacharji, AB Sen",1965,Bull Natl. Inst. Sci. India,,31,,"Nyctanthes arbor-tristis Linn.(NO Oleaceae; Hindi-Harsingar, Parajita) is a small deciduous tree, with sweet-smelling, yellowish-orange flowers, which is grown in gardens and also found wild in the forests of Madhya Pradesh. The bitter leaves are used in Ayurveda for the treatment of rheumatism, sciatica and intestinal worms (Chopra, Nayar & Chopra 1956). Seeds are recommended as a diaphoretic and diuretic and for the cure of scurvy. Lal & Dutta (1933) did not find any alkaloid in the leaves as reported by earlier workers but obtained D-mannitol and a bitter, amorphous glucoside, mp 71, which was not investigated further. The isolation of an essential oil, benzoic acid, hentriacontane, B-amyrin and B-sitosterol from the petroleum ether extract of the leaves has been reported earlier by Sen & Singh (1964).
Isolation of the flavonoid constituents A concentrated alcoholic extract of the leaves, on keeping in the cold, deposited D-mannitol, which was filtered. The mother liquor was extracted with petroleum ether and benzene. The benzene-insoluble syrup was diluted with water and repeatedly partitioned with n-butanol, thus concentrating the glycosidic constituents in the solvent layer. The dirty brown residue from the butanol extract was purified by dissolving in alcohol and precipitating the impurities preferentially with ether and petrol ether. Removal of the solvent gave a bitter, orange coloured powder. This was then treated with lead acetate in alcoholic solution and the precipitated lead salt filtered. The filtrate was freed of lead and worked up in the usual way to give the glycosides as an yellowish-orange powder.",6,"Flavonoids of Nyctanthes arbor-tristis Linn
SP Singh, S Bhattacharji, AB Sen - Bull Natl. Inst. Sci. India, 1965
Cited by 6 Related articles",{},41,,,,,,,,
Evaluation of Host Plant Resitance in Rajmash (Phaseolus vulgaris L.) Genotypes for Leaf miner (Chromatomyia horticola Gaur.) and Pod Borers,"BPS Chauhan, SP Singh",1965,Indian Journal of Genetics and Plant Breeding,,,,"Diallel analysis of yield and its components in grain sorghum (India). FAO_logo AGRIS home-icon English Español Français العربية 中文 Русский Journal Article Journal Article Diallel analysis of yield and its components in grain sorghum (India). [1965] Chauhan BPS; Singh SP; FAO, Rome (Italy). [Corporate Author] Raja Balwant Singh Coll., Agra (India). Dept. of Botany [Corporate Author] Access the full text NOT AVAILABLE Lookup at Google Scholar google-logo From the journal Indian Journal of Genetics and Plant Breeding ISSN : 0019-5200 Bibliographic information Language: English Type: Journal Article In AGRIS since: 2012 Volume: 34 Extent: v.164-168(2) All titles: ""Diallel analysis of yield and its components in grain sorghum (India).""@eng Other: ""6 ref. Summary (En). "" ""Indian-Journal-of-Genetics-and-Plant-Breeding (India). (Mar 1965). v. 34(2) p. 164-168."" Loading... Translate with Google Access the full …",0,"Diallel analysis of yield and its components in grain sorghum (India).
BPS Chauhan, SP Singh - Indian Journal of Genetics and Plant Breeding, 1965",{},,,,,,,,,
Elevated Levels of IL-6 and IL-8 Have Predictive Role in the Development of Respiratory Failure in Patients With Acute Pancreatitis,"HK Saxena, PN Wattal, SP Singh",1965,Toria. Indian Oil Seeds Journal,9,,,"Introduction response of the two chromosomal races to In an earlier account of a comparative similar in the earlier years, only diploid the spray of different growth regulators was study of the autotetraploid Elite.‘A’and was used in 1959-60. During 1955-56, the its diploid_progenitor Brassica campestris growth regulators used were:(1) maleic var. toria Type 22 (Asana et al 1959), it hydrazide (MH) 500 and 1,000 ppm.,(2) was shown that the former was characterised by a larger seed weight, but smaller number (3) parachlorophenoxy acetic acid (PCPA) napthalene acetamide (N. Ac.) of seeds and branches. It was, therefore, considered desirable to investigate if the acid (NAA) 20 ppm.,(5) beta-indole acetic 20 ppm.,(4) alpha-naphthalene acetic two defects could be removed by the acid (IAA) 20 ppm. and,(6) tri-iodobenzoic application of growth growth regulators. In acid (T. 1. BA)—500 ppm. literature, instances known where application of parachlorophenoxy acetic acid As only maleic hydrazide (500 ppm) and increased seed setting in certain certain plants parachlorophenoxy-acetic acid gave useful (Wester and Marth, 1949), and could even indications, they were tried again in the three be used to overcome self-incompatibility succeeding seasons. The concentration of (Pearson, 1929; Eyster, 1941; and Emsweller MH was changed from season to season and Stuart, 1948) or cross incompatibility according to the effect observed. Boric acid (Crane and Marks, 1952). It has also been at 100 ppm. was also used in one season to reported that substances like maleic study its effect on grain filling. hydrazide and tri-iodobenzoic acid brought about an …",1,"Effect of growth regulators on growth and yield of a diploid and an induced tetraploid of Brassica campestris var
HK Saxena, PN Wattal, SP Singh - Toria. Indian Oil Seeds Journal, 1965
Cited by 1 Related articles",{'1986': 1},40-46,,,,,,,,
"Synthesis and biological evaluation of 1, 3, 6-trisubstituted β-carboline derivatives for cytotoxic and anti-leishmanial potential","AB Sen, SP Singh",1964/1/1,INDIAN JOURNAL OF CHEMISTRY,2,4,NATL INST SCIENCE COMMUNICATION,,2,"CHEMICAL EXAMINATION OF CLERODENDRON INFORTUNATUM LINN
AB Sen, SP Singh - INDIAN JOURNAL OF CHEMISTRY, 1964
Cited by 2 Related articles",{'2013': 1},172-&,,,,,,,,
Sugarcane seed composition and changes during artificial ageing,SP Singh,1962,physica status solidi (b),2,9,WILEY‐VCH Verlag,The vibrational spectrum and the specific heats of silver have been studied by DE LAUNAY's model. Frequencies have been calculated for 1000 points of the Brillouin zone and the specific heats evaluated by the sampling technique. The calculated Cv are in good agreement with the experimental values. (Θ–T) curves obtained from LEIGHTON and BHATIA's models are also given for comparison. It is found that DE LAUNAY's model gives the best fit with the experimental curve.,6,"Vibration spectrum and heat capacities of silver
SP Singh - physica status solidi (b), 1962
Cited by 6 Related articles All 2 versions",{},1165-1168,,,,,,,,
"Dr. Kalam-an idea, vision and dream","H Singh, Rajan De, Seva Singh",1960,Indian Journal of Sugarcane Research and Development,4,,,"Nitrogen at 100 Ib./acre and P 2 O 6 at 100 Ib./acre were applied at planting time, and Mo as ammonium molybdate at 2 Ib./acre and B as boric acid at 5 Ib./acre were applied to the soil, or as a spray combined with soap solution, when tillering was completed (3 months). Fertilization with N and spraying with the micro-nutrients increased cane yield and the protein content of the plants.-Sugarcane Res. Stat., Jullundur Cantt, Punjab.",1,"Effect of boron and molybdenum in the presence of inorganic and organic nitrogen on the yield and quality of sugarcane.
H Singh, R De, S Singh - Indian Journal of Sugarcane Research and …, 1960
Cited by 1 Related articles",{},166-70,,,,,,,,
Combined effect of hydroethanolic extracts of Murraya koenigii and Phyllanthus niruri leaves on paracetamol and ethanol-induced toxicity in HepG2 cell line,S Singh,1960,Indian Horticulture,4,2,,"The results of trials of nasnaran, introduced from Peradeniya, as a stock for Sangtra mandarin and Malta sweet orange are discussed. In tree vigour the trees on nasnaran stocks were superior to those on other stocks. In yield Malta on nasnaran took first place, but Sangtra on nasnaran was second to Sangtra on citron. In both varieties the peel was thinner, and the soluble solids and acidity higher, on nasnaran stock.",0,"Nasnaran is the rootstock for citrus.
S Singh - Indian Horticulture, 1960",{},21-32,,,,,,,,
Assessment of hepatoprotective potential of Solanum xanthocarpum (whole plant) Linn. against isoniazid & rifampicin induced hepatic toxicity in Wistar rats,"B Singh, SS Sahota, S Singh",1958/11,Fresenius' Zeitschrift für analytische Chemie,160,,Springer-Verlag,"Sodium hypochlorite solution has been used as an oxidising agent for the volumetric determination of semicarbazide hydrochloride, phenylhydrazine hydrochloride, benzalazine, benzalsemicarbazone, o-chlorobenzalsemicarbazone, acetonesemicarbazone, aminoguanidine hydrochloride, thiosemicarbazide, o-hydroxy benzalsemicarbazone, 3,4-methylenedioxy benzalsemicarbazone and p-methoxy benzalsemicarbazone, using iodine monochloride as catalyst and preoxidizer. During these titrations normality of the solution with respect to hydrochloric acid has been kept between 2.0 N and 3.5 N. Chloroform is used as an indicator. It is coloured pink due to the liberation of iodine during the titration and becomes very pale yellow at the end-point owing to the formation of iodine monochloride. Each hydrazino group in these compounds is oxidised quantitatively with a four-electron change to nitrogen with …",2,"Sodium hypochlorite as volumetric reagent: I. Determination of organic derivatives of hydrazine
B Singh, SS Sahota, S Singh - Fresenius' Zeitschrift für analytische Chemie, 1958
Cited by 2 Related articles All 2 versions",{'2018': 1},429-432,,,,,,,,
PGPR for sustaining crop productivity under salt stress,"SS VERMA, S SINGH",1956,J Indian Med Assoc,,,,"Congenital absence of the vagina treated by McIndoe's operation. | J Indian Med Assoc; 1956 Mar; 26(6): 233-4 | IMSEAR loading Conteúdo principal 1 Busca 2 Rodapé 3 +A A -A Alto contraste Portal Regional da BVS Informação e Conhecimento para a Saúde português español english français Localizar descritor de assunto Busca Avançada EVID@Easy Pesquisar 1.Home 2.Pesquisa 3.Congenital absence of the vagina treated by McIndoe's operation. Congenital absence of the vagina treated by McIndoe's operation. VERMA, SS; SINGH, S. J Indian Med Assoc ; 1956 Mar; 26(6): 233-4 Artigo em Inglês | IMSEAR | ID: sea-96950 Assuntos Anormalidades Congênitas; Vagina/anormalidades Texto completo Adicionar na Minha BVS Imprimir XML Buscar no Google Texto completo: Disponível Base de dados: IMSEAR Assunto principal: Anormalidades Congênitas / Vagina Idioma: Inglês Revista: J Indian Med Assoc …",0,"Congenital absence of the vagina treated by McIndoe's operation.
SS VERMA, S SINGH - J Indian Med Assoc, 1956
All 3 versions",{},,,,,,,,,
Autogenic drainage versus acapella for airway clearance in patients with bronchiectasis: randomised crossover trial,SP Singh,1956,,,,,,3,"Floral Anatomy of Cannabis Sativa L.
SP Singh - 1956
Cited by 3 Related articles",{},,,,,,,,,
Evaluation of similarity metrics for translation retrieval in the Hindi-English translation memory,"S SINGH, M SINGH",1955/7,The Indian journal of medical research,43,3,,,0,"Antiseptics of the acridine series. IV. In vitro study of antibacterial action of iodoacridines
S SINGH, M SINGH - The Indian journal of medical research, 1955
All 3 versions",{},473-479,,,,,,,,
Exploring Contractual Relationships in Punjab: A Case Study of Potato and Basmati Paddy,"KA Rahman, S Singh",1946,Indian Bee J,8,11/12,,,5,"Size of the cell of the brood comb of the Indian honey bees
KA Rahman, S Singh - Indian Bee J, 1946
Cited by 5 Related articles",{},154-159,,,,,,,,
